@SenGillibrand @renrutphil from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/XHkiqi0qxx,361615915114184706
@SenGillibrand @headcounter from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/nsr8Y6FuIl,361613734319366148
@MarkWarner @lukela10 from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/vebZ5SJ7d7,361608946286489600
@RepSteveIsrael Ashley from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/SRW7x5cEwR,361605486451240961
@repdonnaedwards Zoe from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/acBAnHnbZI,361603404885291008
@RepPeteKing @nocasio7 from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/SsaROqSvkP,361603325776506882
@senatorbarb @smyaldc from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/I0HY0u6B7m,361596183405264900
@SenToomey Francesco from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/wrcqUqSBDS,361596127654604800
@RepFitzpatrick Harris from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/gjgl9jEftV,361593711462846464
@RepJoePitts Becky from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/C6FJ9uealL,361587804305768448
@repteddeutch Nicolla from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/Jm0QYQQiTJ,361578815748722688
@SenatorBaldwin @emsydear from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/b7bPJw0HSV,361575256856621056
@senatorbarb @mikeysize from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/Rvcz8K6LXt,361570795211862016
@SenatorCardin @alirod3 from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/ruiHLyCaHa,361565876056641536
@chuckschumer @Amandaa_wallace from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/bPADR0Fi56,361563953278619648
@SenGillibrand Eli from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/f4RZXIBjRP,361560945509662720
@YvetteClarke @madd_934 from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/cFNKW8tsdd,361560914333405184
@SenatorMenendez @kgervasio from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/THulsAUdvp,361560873732558848
@chuckschumer @headcounter from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/RRmhrtlKHJ,361558741553905664
@RushHolt @aswerch from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/vaKWnz8ySc,361558673300021248
@franklautenberg @cnappi22 from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/5Z9i8Iw1yr,361556552584400898
@Call_Me_Dutch @teresap522 from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/xKfilyzRdO,361553484744626177
@SenatorCardin Christina from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/YqR3LVC4dw,361551111947186177
@RepLanceNJ7 Fran from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/fRNqaS7VuJ,361542664270786560
@SenGillibrand @orangejuicejen from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/vVCOWq0xQv,361542627344138241
